Poverty line,Year,World (Observed),World,East Asia & Pacific (Observed),East Asia & Pacific,Europe & Central Asia (Observed),Europe & Central Asia,Latin America & Caribbean (Observed),Latin America & Caribbean,"Middle East, North Africa, Afghanistan & Pakistan (Observed)","Middle East, North Africa, Afghanistan & Pakistan",North America (Observed),North America,South Asia (Observed),South Asia,Sub-Saharan Africa (Observed),Sub-Saharan Africa,Eastern & Southern Africa (Observed),Eastern & Southern Africa,Western & Central Africa (Observed),Western & Central Africa
$8.30 (2021 PPP),2008,62.55832083969061,NA,66.58845574022804,NA,14.029645058139927,NA,40.355783942890255,NA,62.838065952486424,NA,1.8468227306785545,NA,94.262091302045,NA,89.26938376103746,NA,88.30146016968226,NA,90.67967315850531,NA
$8.30 (2021 PPP),2009,61.748364243075706,NA,64.074750810312,NA,14.334970087188198,NA,40.060846497127486,NA,62.124617857247046,NA,1.6709113817914023,NA,93.97292080582537,NA,89.18069749684379,NA,88.36636751190578,NA,90.36654307354243,NA
$8.30 (2021 PPP),2010,60.20532529481355,NA,60.54147942542506,NA,13.626751812898588,NA,38.14318925437602,NA,61.25875744159646,NA,1.949623775694806,NA,93.11347218536183,NA,88.73223960580381,NA,88.09005722086515,NA,89.66690949738232,NA
$8.30 (2021 PPP),2011,58.9188745983548,NA,57.856494329955154,NA,12.891060367777385,NA,36.11188620735853,NA,60.71625804811692,NA,1.973880334562919,NA,91.98892607264558,NA,88.45996854859436,NA,87.7851821961697,NA,89.44073542157943,NA
$8.30 (2021 PPP),2012,57.64090832154385,NA,54.68047441254852,NA,12.634528818654585,NA,34.87226104006129,NA,59.939465288825765,NA,1.9218227842603592,NA,91.18539562689229,NA,88.18736278326563,NA,87.78595269296918,NA,88.77027974802016,NA
$8.30 (2021 PPP),2013,55.93480054336397,NA,50.35211031445157,NA,10.64612656610092,NA,33.7606572862388,NA,60.183265674007146,NA,1.871975405220013,NA,90.61427810005233,NA,87.83113410281854,NA,87.66862083936626,NA,88.067171824459,NA
$8.30 (2021 PPP),2014,54.76444918978024,NA,46.985962148258686,NA,10.557475258516192,NA,33.24432486529149,NA,60.02301799480728,NA,2.05279116885552,NA,89.87592718771478,89.87592718771478,87.49397673726423,NA,87.50813204125733,NA,87.4734226606782,NA
$8.30 (2021 PPP),2015,53.55562139087259,NA,44.000277083909616,NA,10.826262623601071,NA,31.484684480382896,NA,59.0577277961575,NA,2.0303328158569283,NA,NA,88.93045072950827,87.35167489229596,NA,87.4732449956564,NA,87.17515462595287,NA
$8.30 (2021 PPP),2016,52.52060216982437,NA,41.18111225876416,NA,10.422280953311274,NA,31.27629513908258,NA,59.186081515229716,NA,1.8539884684474146,NA,NA,87.74252022071998,87.38912617870305,NA,87.69449805057347,NA,86.94586764226136,NA
$8.30 (2021 PPP),2017,51.61935203375649,NA,39.12400847830055,NA,9.62197402246065,NA,30.81588800356559,NA,59.11404206855574,NA,1.9727820080585843,NA,NA,86.37462103385485,87.42470361360232,NA,88.09994917798932,NA,86.44440517171309,NA
$8.30 (2021 PPP),2018,50.493401360968996,50.493401360968996,36.23323302787318,NA,8.91347676640272,NA,30.37899090910926,NA,59.42910733261034,NA,1.737667139151881,NA,NA,84.92189981513457,87.48843541672024,NA,88.51169511747,88.51169511747,85.99991834024479,NA
$8.30 (2021 PPP),2019,NA,49.73763537711668,33.903000849797166,NA,8.478440184596622,NA,30.104252237416446,NA,59.85718226392767,59.85718226392767,1.5660565328678477,NA,NA,84.0145178186922,87.6363794949806,NA,NA,88.93496979005681,85.74201642761773,NA
$8.30 (2021 PPP),2020,50.54968647333854,NA,34.44991033211682,NA,8.086981149503627,NA,30.389203311704772,NA,NA,61.62901367994844,1.22280275268742,NA,84.84927793025753,NA,88.74207625678758,NA,89.85422702588997,NA,87.11464548700083,NA
$8.30 (2021 PPP),2021,48.79488080954661,NA,29.41399550418956,NA,6.971395922091133,NA,31.013920439277843,NA,NA,60.730235478042395,0.8913592912341662,NA,83.4410227787606,NA,88.98969174437252,NA,90.06771837464277,NA,87.40768352712284,NA
$8.30 (2021 PPP),2022,48.33602558667705,NA,29.78348404510513,NA,6.700477970130785,NA,27.992033941110567,NA,NA,59.60734376103398,1.891467060031889,NA,81.36001447413173,NA,89.03978607618936,NA,89.97111238722644,NA,87.66949639907959,NA
$8.30 (2021 PPP),2023,47.14340769372004,47.14340769372004,27.73605549934281,27.73605549934281,5.534234867184925,5.534234867184925,26.897020135849914,26.897020135849914,NA,59.04000079890673,1.759544606816766,1.759544606816766,78.84474427072475,78.84474427072475,89.22322598090706,89.22322598090706,90.25001859207919,90.25001859207919,87.7104386741247,87.7104386741247
$8.30 (2021 PPP),2024,46.27586438323843,46.27586438323843,26.412379965736278,26.412379965736278,5.127458098631043,5.127458098631043,25.947475326712343,25.947475326712343,NA,58.941971341822565,1.7347567541744966,1.7347567541744966,76.4610633470248,76.4610633470248,89.00605294546199,89.00605294546199,NA,90.18620131703791,87.2660293745506,87.2660293745506
$8.30 (2021 PPP),2025,NA,45.54918012183716,NA,25.286376651890535,NA,4.932162346200957,NA,25.5319992435994,NA,58.648556233373625,NA,1.720909879533183,NA,74.14876182333296,NA,88.6957535098237,NA,89.9600673596366,NA,86.82781908156453
