perc,1990–2000,1990–2008,1990–2010,1990–2019,1990–2026,2000–2010,2010–2019,2019–2026
51,1.4426485539098861,2.469696273161169,2.653582840055176,2.9649842186914435,2.777942128409832,3.864517126200468,3.6569872823275937,2.003053468671723
52,1.4216425352682216,2.470794845460354,2.6580636497741015,2.964750004343313,2.778401202048329,3.894484764279982,3.6462752367193403,2.0063847353976825
53,1.3864792441000673,2.4720637442535005,2.65748099228678,2.9614112868054665,2.776954465290128,3.928482740473492,3.6368119412914353,2.0127762047265834
54,1.3534359711335884,2.4757288144476712,2.657941632217769,2.9558724441088686,2.775438428479331,3.9624472933019503,3.6179409149779787,2.0279260780141026
55,1.3251325303266175,2.4739865374303154,2.658183115187664,2.9495214935702085,2.773269101973685,3.9912337000487104,3.5969401121980855,2.043080622502373
56,1.2878534838137579,2.4687501294774874,2.653247358164651,2.938822514925065,2.767063537572386,4.018641232515544,3.5734339743926506,2.055490631397003
57,1.2412819731448173,2.459774912281248,2.642344758962007,2.9246343682098215,2.7579811587831,4.043407544779195,3.551944610982744,2.0675607197295403
58,1.1932967567453576,2.4468862188419664,2.6277451900514124,2.9088055129675188,2.7487255723534707,4.062193623357468,3.5333840083366437,2.0855372469524136
59,1.1352543229978602,2.426017745492406,2.606703248802275,2.8880501692675042,2.7364569654227138,4.07815217460669,3.513265548079124,2.1084279780657247
60,1.0704393693553325,2.4007133957714486,2.5860091740635553,2.8641697700634174,2.7218668111533604,4.101578978771777,3.4823044278408903,2.1323259813831217
61,0.9917039373574583,2.368060965819896,2.5544050499197817,2.8335841650714033,2.7020151324003647,4.117106162482105,3.4539821987416746,2.156943425620345
62,0.9014551410111997,2.3324185809281204,2.518607505015568,2.801067505273218,2.6789123437258815,4.135759869019935,3.428756394734663,2.1728409601726293
63,0.8168644878908418,2.296964511218526,2.4810414183752463,2.766660151870763,2.6542018390145175,4.14521834885965,3.401368448527467,2.1883031143243548
64,0.7233851897152075,2.250131183125366,2.434897671622109,2.7242705618954415,2.625283521913186,4.14641015352901,3.367321429169513,2.2151943562724137
65,0.62093625672153685,2.1941631598415126,2.3792439932060616,2.6763638079986913,2.5913770184084335,4.137551729690587,3.336630063093425,2.2392888901059367
66,0.5085677562813579,2.1346656520208134,2.320368491310516,2.6268941525849456,2.5555503663927666,4.132169226339673,3.3080622887503455,2.2599832521680256
67,0.38105363208470144,2.0658386705646183,2.2523233477781957,2.568542461939166,2.513493368164564,4.123593063471691,3.2712516045190996,2.285432836812643
68,0.2684857680842126,1.9981188202682936,2.1847637871725145,2.5101517097227815,2.4704222405232734,4.101041806260816,3.2332359820567107,2.305828725268167
69,0.15201981439407428,1.9253446439030362,2.1139958631777738,2.445319868473262,2.4225222102333293,4.0759719119614735,3.1815954357965692,2.3280747689536083
70,0.015866150290757376,1.8480873925219645,2.031578468021052,2.3744906521782463,2.3691587718110982,4.047290785751347,3.1365177280831227,2.3470695531471994
71,-0.11966596387729274,1.7645717858288275,1.946986184321852,2.300906847167516,2.311522613623633,4.013638332520998,3.08739720904677,2.3555022175132594
72,-0.26165409016762137,1.6749945438809575,1.853567723557112,2.2212396643572077,2.2489251614951877,3.9687895372818445,3.038288421690754,2.36362222106682
73,-0.4002904051311672,1.5811422082747644,1.7578923698808837,2.1331868489462402,2.1806602235406616,3.9160751448929347,2.9671745802025877,2.3773356325746953
74,-0.5172557093765363,1.4912734428417012,1.663228432290529,2.044204952528289,2.1110025794021223,3.843712573957594,2.8908194419455318,2.387735605022288
75,-0.6275940267251584,1.3970796454658143,1.5631404044735528,1.9528722658886646,2.038358703709227,3.753874835672265,2.818943069033357,2.3925168032515587
76,-0.7298448807909808,1.3053193175379199,1.4666247879192278,1.8584017484196242,1.9603058027628653,3.6630944566294366,2.729017216198281,2.382479742184862
77,-0.8319559440752741,1.2149175862883035,1.3670692368946156,1.7547664101131,1.8786318021896606,3.5660944178645044,2.616315683931954,2.391788426506842
78,-0.8829567207414324,1.1312982207514395,1.2773397005609335,1.6583715439820328,1.8000562206987498,3.437636121863299,2.5051089738066987,2.387035595668007
79,-0.8914296174567642,1.0609529829968565,1.1992315562397777,1.5689025193386952,1.7230676785674321,3.289892729936319,2.3903935484473995,2.361751909657916
80,-0.8721888926863844,1.0118294868986095,1.1344196320070667,1.482274156263667,1.6485109445998403,3.1410281567005183,2.2552842101672237,2.3372062105639873
81,-0.8046447444775253,0.9792054259546916,1.0774259078976403,1.4004838178342434,1.5770929758393664,2.9594965602728074,2.118390284360027,2.3087594875748763
82,-0.6923205960471521,0.9587529962931289,1.0332394663669082,1.3267891789105402,1.5102154847924074,2.7587995287809686,1.979121873451944,2.270124466303001
83,-0.5184987819554493,0.9677208724354939,1.0105981730058822,1.2637387590800995,1.448637752776966,2.5396951279672146,1.826273394800582,2.214647869521127
84,-0.3306968084378825,0.9652818606402359,0.9900605411192969,1.2041906731558356,1.3917306719943603,2.3108178906764762,1.6800354110148106,2.168682095753963
85,-0.15008891529315385,0.9796927885089516,0.9662400786956435,1.1503299106817122,1.3333057791978922,2.082569072684442,1.5594184262063095,2.091348663050636
86,0.043280753273394194,1.000276050368497,0.9594353705137818,1.104296147136409,1.2819286923772852,1.8755899877541702,1.42620898407558,2.017834951232344
87,0.2280001591119633,1.0286557913991758,0.9610864622030563,1.078530317680766,1.2409573090145227,1.6941727652941472,1.339516663186786,1.9138691302543747
88,0.4498041338540518,1.061501261571762,0.9763898541290773,1.0672079590178283,1.2158685597692498,1.5029755744041025,1.2690259698817181,1.831748191453712
89,0.5830474272176225,1.076661158743507,0.9822707462538393,1.0529847064702997,1.1864748604931343,1.381494065290056,1.2101268402846568,1.7395054985877372
90,0.672261070603575,1.0866366358201671,0.9768399066205411,1.0358077025992192,1.1556771386790592,1.2814187426375068,1.166847249218504,1.652279088152681
91,0.7592956031229612,1.0893461898048968,0.9708149564378012,1.0227758381364331,1.1275227516662716,1.1823343097526422,1.138244464133394,1.5614742505756016
92,0.8040507856377006,1.0859816531992914,0.9679026820985019,1.0093481095856691,1.1031144285927255,1.131754578559304,1.1014490595571504,1.4915748930505293
93,0.8578773078075561,1.0808976874540117,0.9602536535902654,0.9986898791838936,1.0836939029596242,1.0626299993729744,1.0841037138364007,1.4358534300305066
94,0.8933136636232115,1.0827180540995562,0.956982559704472,0.9972492392975806,1.0684379851005836,1.0206514557857336,1.0867307495044898,1.3633627891415951
95,0.9184126846274161,1.0724118953405721,0.9483713191825855,0.9939987273017047,1.048850812414389,0.9783299537377541,1.0953929675664145,1.2760951650240806
96,0.9264154778694738,1.0511691126725724,0.918456606315912,0.9862039433123246,1.0322526061944972,0.9104977347623513,1.13675358108213,1.2230256381349256
97,0.9485208578745025,1.049800074844911,0.910118384324345,0.9907178070052308,1.0258651746538452,0.8717159107741882,1.1698276351849768,1.1714756977695333
98,0.9673782642098271,1.0370439659203774,0.8964945237297887,0.9981681590715722,1.0189063134612744,0.8256107832497476,1.2241095709422036,1.104821524504326
99,1.0212064763186413,1.0573491086939628,0.9065324805652499,1.0295688438630959,1.034835138909864,0.7918584848118579,1.3029829845249747,1.0566526469607604
100,NA,NA,NA,NA,NA,NA,NA,NA
