year,Low-income,Lower-middle-income,Upper-middle-income,High-income,poverty line in 2021 PPP US$ (per capita per day)
2026,0.0014306902108952148,0.0018430520113813865,0.0020082870582788692,0.0024825063234968107,0.5
2026,0.006497917339966858,0.008672998422969069,0.008869516145120908,0.008969235711101042,1
2026,0.009907743772933499,0.014858022138855898,0.015355585117262888,0.01541325044459361,1.5
2026,0.01075808572599232,0.0192261087606296,0.020271222136378733,0.020395001261610504,2
2026,0.010539716719348495,0.022112185045522047,0.023981594359396462,0.024103708285025574,2.5
2026,0.009337731789800376,0.023698418252367466,0.02651806032404201,0.02658602314849126,3
2026,0.007933989676848609,0.024526293467904157,0.028349510584228382,0.028497923953790586,3.5
2026,0.006756923625987392,0.026240366090064467,0.031065192032598686,0.031152039704113933,4
2026,0.005460941991107523,0.028288232780489635,0.033758911139919134,0.03389570319595052,4.5
2026,0.004451101560222192,0.029423228345037376,0.036463439031851376,0.03654977396286552,5
2026,0.0035546429010571254,0.029521023997727186,0.037452751314616534,0.03762759769458635,5.5
2026,0.002906474755133176,0.02787768906032528,0.037675633794255314,0.037836295246243906,6
2026,0.0023795520745041963,0.025963362023863908,0.03571787350012555,0.035890753352737365,6.5
2026,0.0019117515705646976,0.02281776789713478,0.032676212601633656,0.032794589260953036,7
2026,0.0016116336915815398,0.019854158921920505,0.029542416927049623,0.029756903109503945,7.5
2026,0.00134074765718895,0.01711789112920389,0.02669464441879934,0.026947264685107095,8
2026,0.001061554885781655,0.014947225889654572,0.02467340363992753,0.024990332592107194,8.5
2026,9.358419280205228e-4,0.012590332962678934,0.0219997250720093,0.022243415858837715,9
2026,7.644275635918087e-4,0.010601759463691135,0.01994779413463653,0.02015707057558434,9.5
2026,6.712565125113322e-4,0.008913828971953365,0.01815804760905993,0.01843594244107012,10
2026,5.964673728820731e-4,0.007702768993768092,0.0168359662825757,0.01710542354249971,10.5
2026,5.018415154190135e-4,0.006624215186851053,0.015557792387774824,0.01588624804357103,11
2026,4.23246083365699e-4,0.00563377466031861,0.014289421546617526,0.014646085091170435,11.5
2026,3.6093478159256545e-4,0.004792580033212283,0.013132376809324617,0.013520206061773793,12
2026,3.085019776482192e-4,0.004059296827779695,0.012324310496774609,0.012673415913487815,12.5
2026,2.8304665250472664e-4,0.0035990552264359935,0.011541597233736305,0.011938576011415325,13
2026,2.1740681625373034e-4,0.002951347482141666,0.010514706082072176,0.010942667559528297,13.5
2026,2.2917038160226962e-4,0.002822122924529142,0.010191009838104193,0.010630199610081164,14
2026,1.9411263902654774e-4,0.0023744011520319447,0.009545765437110441,0.010099354597365422,14.5
2026,1.8008795899848127e-4,0.00219544260438087,0.009078371737876878,0.00954615569938368,15
2026,1.3298226022639593e-4,0.0018843895001013351,0.008398354728880548,0.008970309098111477,15.5
2026,1.3884988751891976e-4,0.0016294012102128603,0.007942451717034933,0.00849625737552163,16
2026,1.1375173956069894e-4,0.001560768609587644,0.0077120612531234025,0.008266069702350949,16.5
2026,9.144386580643852e-5,0.0012021366108366986,0.006930102321442976,0.007587109002467937,17
2026,9.255830879501089e-5,0.0012249093183328574,0.006662627150386208,0.007375415012939623,17.5
2026,7.149199235162506e-5,0.001038749629181745,0.0064555418523384285,0.0071869258947931045,18
2026,8.093817551217205e-5,0.0011114452157744345,0.006381964540627626,0.007025987240997931,18.5
2026,6.525684632838011e-5,8.147434646882819e-4,0.005647809669413273,0.006373645078412874,19
2026,6.759948119508393e-5,8.22088290123364e-4,0.005610753238444467,0.006379226249535772,19.5
2026,6.709257606578061e-5,7.486040308157732e-4,0.005238480134155372,0.005931067729963291,20
2026,4.138241119461896e-5,6.230428657892818e-4,0.005114028365682039,0.005895411177911568,20.5
2026,4.968579033392667e-5,7.045595477296542e-4,0.004832871573859714,0.005727574202788955,21
2026,4.427218363455115e-5,6.527382403499058e-4,0.004591573497313946,0.005391405826314053,21.5
2026,2.6687895899470564e-5,5.909961497434016e-4,0.004411946179309958,0.005226268964211259,22
2026,4.434293024496587e-5,4.0345488439125167e-4,0.004023606040590838,0.004904006286490063,22.5
2026,4.95173593196359e-5,5.53972158911599e-4,0.004114297995967524,0.005028688873112726,23
2026,1.3063376742518301e-5,3.0593266176353196e-4,0.0035971912247888356,0.004563665896598698,23.5
2026,1.5630898913052614e-5,5.23142874562826e-4,0.003767143274317614,0.004731980595108011,24
2026,2.2485781881408663e-5,2.707576902850175e-4,0.003300576263022412,0.004303394561284342,24.5
2026,4.7039630306200044e-5,4.5446535867654157e-4,0.0031447308515546667,0.004088858250865194,25
